"","Site","Triplicate","Layer","Al","As","Cd","Co","Cr","Cu","Fe","Mn","Ni","Pb","S","Zn","Acidity1","Acidity","Treatment"
"111","S21","A","2 Yes",4568.52791878173,0.284263959390863,0.233502538071066,7.81725888324873,0.791878172588832,1.6243654822335,7817.25888324873,639.593908629442,9.23857868020304,0.03248730964467,28426.3959390863,78.1725888324873,1455.84967450805,1617.47387793723,"Incubated"
"112","S22","A","2 Yes",599.001663893511,0.0025,0.0978369384359401,2.79534109816972,0.149750415973378,0.748752079866889,85.8569051580699,64.891846921797,4.49251247920133,0.075873544093178,2396.00665557404,15.973377703827,211.461484300986,220.007390151496,"Incubated"
"113","S01","A","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"114","S01","B","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"115","S01","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"116","S02","A","3 Yes",1127.04918032787,0.0297131147540984,0.133196721311475,5.73770491803279,0.348360655737705,4.0983606557377,225.409836065574,1434.4262295082,7.78688524590164,0.0184426229508197,6967.2131147541,22.5409836065574,236.65412675813,314.26149550584,"Incubated"
"117","S02","B","3 Yes",518.345360300844,0.0203272690314056,0.121963614188434,5.69163532879358,0.101636345157028,1.82945421282651,93.5054375444659,1524.54517735542,6.80963512552089,0.0223599959345462,4370.36284175221,20.3272690314056,340.734374525277,451.577116925065,"Incubated"
"118","S02","C","3 Yes",1606.64078189851,0.582407283438211,0.150622573302986,7.12946846967466,0.592448788325077,6.02490293211943,642.656312759406,1305.39563529254,8.4348641049672,0.00301245146605971,7731.9587628866,25.1037622171643,349.330929427504,468.752008692604,"Incubated"
"119","S03","A","3 Yes",306.915182710445,0.00537101569743278,0.0728923558937306,2.58959685411938,0.089197224975223,3.06915182710445,16.3048690814924,239.777486492535,6.61785862719396,0.00191821989194028,2589.59685411938,8.63198951373126,89.0626767138735,120.189273998337,"Incubated"
"120","S03","B","3 Yes",170.774176265738,0.0025,0.0783552102866327,2.71229574069113,0.0442003750334851,2.31047414947763,8.1368872220734,200.910795606751,6.02732386820252,0.00693142244843289,1808.19716046076,6.02732386820252,112.287985363125,159.003215914959,"Incubated"
"121","S03","C","3 Yes",26.6473665164325,0.0025,0.0592163700365168,3.65167615225187,0.00819159785505148,1.7764911010955,1.38171530085206,167.779715103464,7.59943415468632,0.0148040925091292,1085.63345066947,5.03339145310392,53.2210377322811,82.3194510324288,"Incubated"
"122","S04","A","3 Yes",1685.83895279651,0.138833796112654,0.119000396667989,4.76001586671956,1.88417294724316,9.91669972233241,2280.84093613645,396.667988893296,9.91669972233241,0.001,9321.69773899246,17.8500595001983,356.919616035152,425.904561922635,"Incubated"
"123","S04","B","3 Yes",1983.2743860113,0.535484084223052,0.109080091230622,4.16487621062374,2.18160182461243,8.72640729844974,4660.69480712657,495.818596502826,8.32975242124748,0.0128912835090735,13882.9207020791,17.8494694741017,482.706571478481,558.200616127786,"Incubated"
"124","S04","C","3 Yes",1696.71967529443,0.429170270809768,0.129749151640162,4.19189566837448,2.09594783418724,11.9768447667842,3493.24639031206,399.228158892807,9.08244061481136,0.00249517599308005,10978.7743695522,17.9652671501763,376.798795146858,451.200143728298,"Incubated"
"125","S05","A","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"126","S05","B","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"127","S05","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"128","S06","A","3 Yes",1264.01763142542,0.213910676087379,0.0379205289427627,2.62526738834511,1.16678550593116,4.08374927075906,3014.19589032216,437.544564724185,5.15330265119595,0.0505607052570169,7292.40941206975,17.5017825889674,361.017263904404,433.499418715699,"Incubated"
"129","S06","B","3 Yes",1368.03361454024,0.0977166867528745,0.0371323409660923,3.02921728933911,1.46575030129312,4.2018175303736,2149.76710856324,381.095078336211,5.96071789192534,0.0439725090387935,8305.91837399433,19.5433373505749,367.356215536248,447.783965233999,"Incubated"
"130","S07","A","3 Yes",308.3941019628,0.0260207523531113,0.0298756786276463,1.73471682354075,0.183108998040413,1.9274631372675,37.5855311767163,52.0415047062225,4.2404189019885,0.0327668733335475,2023.83629413088,9.54094252947412,69.6435729286494,88.1657997713753,"Incubated"
"131","S07","B","3 Yes",658.616904500549,0.0226399560922064,0.0339599341383095,2.16108671789243,0.411635565312843,4.21926454445664,154.363336992316,75.1234906695938,5.35126234906696,0.00689489571899012,3498.90230515917,12.3490669593853,89.8599175464567,109.948581777582,"Incubated"
"132","S07","C","3 Yes",616.486029631103,0.0178979815054191,0.0288356368698419,1.88923138112757,0.328129660932684,3.48016307049816,90.4842398329522,63.6372675748235,4.77279506811176,0.012926319976136,3181.86337874117,10.9376553644228,107.67459837178,131.812005760958,"Incubated"
"133","S08","A","3 Yes",1094.34587962195,0.0427789752943127,0.0785939313546676,2.18869175924391,0.835682308074946,7.75990714641021,1392.80384679158,64.6658928867518,6.56607527773172,0.00477532747471398,6864.53324490134,14.9228983584812,269.663316913171,326.697858894807,"Incubated"
"134","S08","B","3 Yes",712.072262148085,0.0356036131074042,0.0632953121909409,1.78018065537021,0.356036131074042,3.56036131074042,267.027098305532,49.4494626491725,5.24164304081229,0.050438451902156,4648.24948902222,12.8568602887849,247.078653828861,302.308973050293,"Incubated"
"135","S08","C","3 Yes",669.352958806487,0.00999034266875354,0.0699323986812748,2.09797196043824,0.499517133437677,5.29488161443938,309.70062273136,55.9459189450198,6.29391588131473,0.0409604049418895,5095.0747610643,13.986479736255,267.428776115947,312.809986120867,"Incubated"
"136","S09","A","3 Yes",552.523189230821,0.0482202056055989,0.0281284532699327,1.90871647188829,0.652981950909152,4.5206442755249,562.569065398654,72.3303084083984,4.31972675216824,0.00853899474265814,4420.18551384657,13.059639018183,173.029052299382,192.978725196579,"Incubated"
"137","S09","B","3 Yes",1093.22202345458,0.0457165573444643,0.0288213078910753,2.38521168753727,1.09322202345458,4.57165573444643,616.179685947128,129.198966408269,4.77042337507454,0.001,4969.19101570264,13.9137348439674,150.341403423551,174.565781365785,"Incubated"
"138","S09","C","3 Yes",2.29251113030766,0.0129576716060868,5e-04,0.159479035151837,0.0025,0.00777460296365207,7.67492856668217,11.9609276363878,0.289055751212705,0.001,448.534786364542,0.528274303940461,102.933743292947,126.054368606467,"Incubated"
"139","S10","A","3 Yes",1333.60689372179,0.0307755437012721,0.0718096019696348,3.38530980713993,0.728354534263439,7.18096019696348,1128.43660237998,246.204349610176,8.71973738202708,0.0102585145670907,6155.10874025441,18.4653262207632,239.168334544498,269.498587277836,"Incubated"
"140","S10","B","3 Yes",1374.08019222105,0.0360414476648145,0.0698303048505782,3.60414476648145,0.968613905991891,9.46088001201382,2004.80552635531,270.310857486109,8.55984382039345,0.00450518095810182,6983.03048505781,19.1470190719327,263.041676697222,299.359794277782,"Incubated"
"141","S10","C","3 Yes",1368.97001303781,0.0919165580182529,0.0811603650586702,4.10691003911343,0.948500651890482,8.89830508474576,1955.67144719687,254.237288135593,9.58279009126467,0.00391134289439374,7627.1186440678,19.5567144719687,343.653387789212,406.406277439184,"Incubated"
"142","S11","A","3 Yes",9.4508555511341,0.0025,0.00984878631118185,0.119379228014325,0.0025,0.0636689216076403,2.0891364902507,35.8137684042976,0.49741345005969,0.00278551532033426,984.878631118185,0.238758456028651,21.1334972745649,35.9801418129892,"Incubated"
"143","S11","B","3 Yes",0.25,0.0025,0.00440155195461511,0.0518405007988002,0.0025,0.036190538293502,0.125,24.4530664145284,0.195624531316227,0.001,978.122656581135,0.0469498875158945,9.54099598588084,23.724135758614,"Incubated"
"144","S11","C","3 Yes",3.96671826625387,0.0025,0.0232198142414861,0.503095975232198,0.0025,0.183823529411765,0.338622291021672,65.7894736842105,1.35448916408669,0.0071594427244582,1451.23839009288,0.47407120743034,61.1816454107116,82.181013583619,"Incubated"
"145","S12","A","3 Yes",930.403174709041,0.510221095808184,0.110047687331177,3.30143061993531,0.370160402841231,4.60199419748558,300.130056357755,100.043352119252,7.90342481742088,0.0160069363390803,5802.5144229166,16.0069363390803,176.699324042761,204.500070570418,"Incubated"
"146","S12","B","3 Yes",963.671887935888,0.496738086564891,0.109282379044276,3.37781898864126,0.377520945789317,4.27194754445806,377.520945789317,109.282379044276,7.94780938503825,0.0119217140775574,6258.89989071762,17.8825711163361,215.204053462858,244.108782423577,"Incubated"
"147","S12","C","3 Yes",998.203234178479,0.0025,0.119784388101417,3.29407067278898,0.269514873228189,3.99281293671392,169.694549810341,119.784388101417,7.88580555000998,0.0519065681772809,5989.21940507087,14.9730485126772,200.919701379007,222.205767933372,"Incubated"
"148","S13","A","3 Yes",699.142256028484,0.0233047418676161,0.106813400226574,2.13626800453148,0.165075254895614,2.03916491341641,80.5955656255057,281.598964233695,5.14646382909856,0.0203916491341641,4855.15455575336,11.6523709338081,203.050466814308,230.090700464543,"Incubated"
"149","S13","B","3 Yes",106.962271489693,0.014585764294049,0.0486192143134967,0.758459743290548,0.0233372228704784,0.14585764294049,82.6526643329444,155.581485803189,2.13924542979385,0.0457020614546869,3403.34500194477,3.79229871645274,179.182047036578,230.418170535929,"Incubated"
"150","S13","C","3 Yes",716.941051513542,0.0109532660647902,0.0995751460435475,1.79235262878386,0.179235262878386,1.49362719065321,44.8088157195964,238.980350504514,4.48088157195964,0.0378385554965481,4978.75730217738,9.16091343600637,186.596496518044,210.013412766074,"Incubated"
"151","S14","B","3 Yes",338.0505750174,0.2386239353064,0.0874954429456799,2.485665992775,0.1093693036821,1.690252875087,33.80505750174,119.3119676532,6.86043814005899,0.0666158486063699,3977.06558844,7.25814469890299,178.688934213353,216.575698353812,"Incubated"
"152","S14","C","3 Yes",606.784044563812,0.328260220829603,0.0984780662488809,2.98418382572366,0.208892867800657,2.98418382572366,68.6362279916443,139.261911867104,8.75360588878942,0.00954938824231573,4575.74853277629,9.35044265393415,143.340182178085,162.219795560353,"Incubated"
"153","S15","A","3 Yes",14.5530145530146,0.0166320166320166,0.0155925155925156,0.197505197505197,0.0155925155925156,0.0841995841995842,2.7027027027027,42.6195426195426,0.904365904365904,0.0155925155925156,5093.55509355509,3.43035343035343,165.653397523781,271.694710439666,"Incubated"
"154","S15","B","3 Yes",186.843129622421,0.0256909303230829,0.1775009731413,0.700661736084079,0.0560529388867263,0.817438692098093,23.3553912028026,86.4149474503698,6.07240171272869,0.0817438692098093,8875.048657065,13.0790190735695,238.229566352218,351.101320539968,"Incubated"
"155","S15","C","3 Yes",405.95399188092,0.0072644398547112,0.17092799658144,0.66234598675308,0.094010398119792,1.068299978634,34.185599316288,54.483298910334,5.6619898867602,0.105761697884766,6837.1198632576,16.02449967951,351.070273157908,448.732105803987,"Incubated"
"156","S16","A","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"157","S16","B","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743.91317453493,2036.73978135552,"Incubated"
"158","S16","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122.81941925565,1355.44596573567,"Incubated"
"159","S17","A","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.401297598165,554.681633832262,"Incubated"
"160","S17","B","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.496314214318,568.679888414872,"Incubated"
"161","S17","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"162","S18","A","3 Yes",0.769178867822684,0.00698333445786384,5e-04,0.01416908440726,0.0025,0.0202415491532285,3.54227110181499,0.425072532217799,0.0293502462721814,0.001,354.227110181499,0.02125362661089,NA,NA,"Incubated"
"163","S18","B","3 Yes",0.52278301277914,0.0025,5e-04,0.00445333677552601,0.0025,0.0183942171163031,0.638957015618949,0.60023234800568,0.0116174002839809,0.001,271.072673292888,0.01,NA,NA,"Incubated"
"164","S18","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"165","S19","A","3 Yes",2019.81340771376,1.32730595364047,0.178897758968933,3.17399249783591,0.46167163604886,3.75108204289699,1471.57833990574,432.817158795806,6.9250745407329,0.219294027123209,14427.2386265269,25.6804847552178,545.934100413738,705.046825117769,"Incubated"
"166","S19","B","3 Yes",1712.0844628335,1.17705806819803,0.160507918390641,2.78213725210444,0.331716364673991,2.67513197317734,663.432729347981,374.518476244828,4.81523755171922,0.235411613639606,13910.6862605222,22.4711085746897,612.46148743027,766.766434873857,"Incubated"
"167","S19","C","3 Yes",1306.53266331658,0.0025,0.130653266331658,2.71356783919598,0.331658291457286,2.31155778894472,834.170854271357,281.407035175879,3.71859296482412,0.180904522613065,10050.2512562814,20.1005025125628,416.218198684748,534.290874755056,"Incubated"
"168","S20","A","3 Yes",2.04841077464067,0.0225325185210474,0.00194599023590864,0.0317503670069305,0.0025,0.0348229831688915,1.63872861971254,21.5083131337271,0.153630808098051,0.001,4916.18585913762,0.594039124645796,421.194499334621,601.840140160358,"Incubated"
"169","S20","B","3 Yes",146.443514644351,0.00857740585774058,0.115062761506276,0.418410041841004,0.049163179916318,0.209205020920502,74.2677824267782,76.3598326359833,3.87029288702929,0.0428870292887029,9518.82845188284,10.0418410041841,461.093025891679,626.098966204996,"Incubated"
"170","S20","C","3 Yes",3.89727190966324,0.0259818127310882,5e-04,0.0229839112621165,0.00759468372139502,0.0309783151793744,9.79314479864095,14.9895073448586,0.109923053862296,0.001,4097.13200759468,0.439692215449186,536.289753720617,750.594257424692,"Incubated"
"171","S21","A","3 Yes",2999.00033322226,2.19926691102966,0.209930023325558,5.29823392202599,0.679773408863712,1.79940019993336,4098.63378873709,789.736754415195,6.39786737754082,0.0949683438853715,25991.3362212596,50.9830056647784,1528.14434457618,1711.16585354062,"Incubated"
"172","S21","C","3 Yes",2759.10859568447,1.91015210470463,0.180403254333215,4.77538026176159,0.382030420940927,0.456314113901663,3183.58684117439,689.777148921118,5.41209762999646,0.062610541209763,24407.4991156703,56.2433675274142,1417.99611867156,1690.38538086477,"Incubated"
"173","S22","A","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"174","S22","B","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"175","S22","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubated"
"176","S02","A","2 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.838683047463,237.554260443595,"Incubated"
"177","S06","C","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.602252701783,350.907377090307,"Incubated"
"178","S14","A","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.070032326615,233.840768712067,"Incubated"
"179","S16","B","2 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344.92972271094,1522.5284227624,"Incubated"
"180","S16","A","2 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710.42896833473,1879.96118207546,"Incubated"
"181","S17","A","2 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.124830240923,519.46992211402,"Incubated"
"182","S17","A","2 No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0945083220317,237.171262682146,"Non-incubated"
"183","S20","B","1 No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.055067692353,627.150780979768,"Non-incubated"
"184","S20","C","1 No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.570444927046,594.413493113331,"Non-incubated"
"185","S20","A","2 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.530466197972,480.484165532448,"Incubated"
"186","S20","A","2 No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6967679373782,264.376284963185,"Non-incubated"
"187","S21","B","3 Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861.30394861442,2076.07356759944,"Incubated"
